date_scrapped,category,page,url,company_name,zipcode,street_address,house_number,city,website,email,phone_number
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/a3-vermeulen,A3 Vermeulen,2241XJ,Anemonenweg 21,,Wassenaar,http://www.nojobtoosmall.nl,,+31 (0)70 5115111
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/a3aan-klussen-en-onderhoudsbedrijf,A3aan Klussen- en Onderhoudsbedrijf,2201VP,Penhoren 11,,Noordwijk,,,
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/a4all-vof,A4ALL V.O.F.,3087BM,Waalhaven O.z. 85,,Rotterdam,,,+31 (0)10 2888777
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aa-boots-aannemersbedrijf,A.A. Boots Aannemersbedrijf,1948NW,Wijkermeerweg 44,,Beverwijk,,,
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aa-bouw-en-aannemersbedrijf,A&A Bouw- en Aannemersbedrijf,6744PN,Nieuweweg 72,,Ederveen,,,+31 (0)31 8478430
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aa-koningen-timmerbedrijf-bv,A.A. Koningen Timmerbedrijf B.V.,1171JG,Kraayveld 45,,Badhoevedorp,,,+31 (0)20 6594817
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aa-lous-onderhoudsbedrijf,A.A. Lous Onderhoudsbedrijf,4361BN,Noordstraat 54,,Westkapelle,,,+31 (0)11 8572226
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aa-multi-installatie,AA Multi-Installatie,2526LS,Jan Lievensstraat 39,,Den Haag,http://www.multi-installatie.com,,+31 (0)70 2201133
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aa-service-west,AA Service West,2352BL,Kabelbaan 15,,Leiderdorp,,,+31 (0)71 5190011
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aa-shine,A&A Shine,1054LK,Overtoom 543b,,Amsterdam,,,
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aa-veewee-montage-eindhoven,AA Veewee-Montage Eindhoven,5641AK,'t Hofke 103,,Eindhoven,,,+31 (0)40 2811230
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aaa-klusbedrijf,A.A.A. Klusbedrijf,7671PE,Schippersstraat 22,,Vriezenveen,,,
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aaa-voegwerken,AAA Voegwerken,3812XC,Seringstraat 28,,Amersfoort,,,+31 (0)33 4634569
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aaaa-4-klusbedrijf,Aaaa 4 Klusbedrijf,4705RD,Buijenstraat 2,,Roosendaal,,,+31 (0)16 5554455
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aabn-klusbedrijf,AABN Klusbedrijf,3201JL,Scholeksterhoek 2,,Spijkenisse,http://www.aabnklusbedrijf.nl,info@aabnklusbedrijf.nl,+31 (0)10 2621826
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aabosch,A.A.bosch,8232KP,Botter 25 51,,Lelystad,,,
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aabs-bouw-en-timmerbedrijf-bv,A.A.B.S. Bouw- en Timmerbedrijf B.V.,9482TE,Meerweg 12,,Tynaarlo,http://www.aabsbouw.nl,"info@aabsbouw.nl,info@aabsbouw.nl",+31 (0)59 2544840
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aac-solutions,AAC Solutions,2013DL,Zijlweg 82rd,,Haarlem,,,
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aac-van-kessel-stukadoorsbedrijf,AAC van Kessel Stukadoorsbedrijf,1703RG,Huygendijk 15,,Heerhugowaard,,,+31 (0)72 5647648
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aac-vermeulen,A.A.C. Vermeulen,4671RH,Galgendijk 17,,Dinteloord,,,
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aace,AaCE,2728JG,Lommerbaan 44,,Zoetermeer,http://www.aaceklus.nl,,
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aad,A.A.D.,4814HP,Populierstraat 6,,Breda,http://www.aad-rioolservice.nl,"info@aad-rioolservice.nl,info@aad-rioolservice.nl",+31 (0)76 5203989
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aad-appelhof-diversen,Aad Appelhof Diversen,5556WL,Beugelstraat 27,,Valkenswaard,,,+31 (0)40 2068634
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aad-appelman-timmerwerken-spierdijk,Aad Appelman Timmerwerken Spierdijk,1643LX,Verlaatsweg 35,,Spierdijk,,,+31 (0)22 9563003
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aad-brokling,Aad Brökling,3123LA,Heijermansplein 18,,Schiedam,,,+31 (0)10 4716340
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aad-brouwer,Aad Brouwer,2555ZN,Notenstraat 9,,Den Haag,,,+31 (0)70 3681813
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aad-bv,Aad B.V.,3059LR,Otto van Tussenbroekstr 157,,Rotterdam,http://www.aad-bv.nl,,+31 (0)10 3070510
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aad-hoc,Aad Hoc,6164ET,Beneluxlaan 74,,Geleen,http://www.skutsjeverhuur.nl,,+31 (0)70 3608838
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aad-holleman-bouwbedrijf,Aad Holleman Bouwbedrijf,2691EX,Iepstraat 12,,'s-Gravenzande,,,+31 (0)17 4441160
2017-01-21,Aannemers,4,http://bedrijven.xyz/profiel/aad-nobel-bouw-bv,Aad Nobel Bouw B.V.,2811PS,Randenburgseweg 19,,Reeuwijk,,,+31 (0)18 2394147
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aad-paalvast-timmerwerk,Aad Paalvast Timmerwerk,2522PL,Schlegelstraat 187,,Den Haag,,,+31 (0)70 3991271
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aad-pater,Aad Pater,1718AD,Herenweg 75,,Hoogwoud,,,+31 (0)22 6353307
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aad-schrier-bouwservice,Aad Schrier Bouwservice,2361XJ,Kloosterwei 223,,Warmond,,,+31 (0)71 3011808
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aad-schutter-onderhoudswerken,Aad Schutter Onderhoudswerken,2691VR,Prinses Beatrixstraat 19,,'s-Gravenzande,,,+31 (0)17 4420186
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aad-slot,Aad Slot,2191BB,Regenvlietweg 13,,De Zilk,,,
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aad-storm,Aad Storm,3151TJ,de Ruyterstraat 23,,Hoek van Holland,,,+31 (0)17 4383499
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aad-van-outvorst-klussenbedrijf,Aad van Outvorst Klussenbedrijf,5368AR,Laagstraat 6,,Haren,,,+31 (0)41 2462236
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aad-van-tricht-klus-onderhouds-en-renovatiebedrijf,"Aad van Tricht, klus- onderhouds- en renovatiebedrijf",4661ZC,Kapitein Boscampbrink 43,,Halsteren,,,+31 (0)16 4653399
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aad-voorwinden-internationaal-bv,Aad Voorwinden Internationaal B.V.,2665JE,Marconistraat 32,,Bleiswijk,http://www.aadvoorwinden.nl,,+31 (0)10 5117834
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aad-voorwinden-kassenbouwprojecten-bv,Aad Voorwinden Kassenbouwprojecten B.V.,2665JE,Marconistraat 32,,Bleiswijk,http://www.aadvoorwinden.nl,,+31 (0)10 5117834
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aadje-van-ast,Aadje van Ast,2694DB,Raad van Europastraat 10,,'s-Gravenzande,,,
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aah-reparatie,A.A.H. Reparatie,1732LL,Weereweg 18,,Lutjewinkel,,,+31 (0)22 4722105
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aaj-ligthart,A.A.J. Ligthart,1934EG,Prinses Irenelaan 4,,Egmond aan den Hoef,,,+31 (0)72 5067706
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aaj-meijer-onderhoud,A.A.J. Meijer Onderhoud,2291RJ,Van Gochstraat 85,,Wateringen,,,+31 (0)17 4295201
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aaj-montage,A.A.J. Montage,4823BC,Veertienbunder 14,,Breda,,,
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aakerhoorn-bouw-en-renovatie,Aakerhoorn Bouw en Renovatie,2181HB,Ampèrestraat 8c,,Hillegom,,,+31 (0)25 2534790
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aalberts-bouw-bv,Aalberts Bouw B.V.,1231KN,Nieuw-Loosdrechtsedijk 105,,Loosdrecht,http://www.aalbertsbouw.nl,"info@aalbertsbouw.nl,info@aalbertsbouw.nl",+31 (0)35 5888777
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aalderink-sports,Aalderink Sports,2643HX,Kamille-erf 27,,Pijnacker,,,
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aam-van-weert,A.A.M. van Weert,5282WC,Dommeldal 28,,Boxtel,,,+31 (0)41 1674823
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aan-de-stegge-bouw-werktuigbouw,Aan de Stegge Bouw & Werktuigbouw,7472DE,Nieuwenkampsmaten 8,,Goor,http://www.aandestegge.org,"info@aandestegge.org,INFO@AANDESTEGGE.ORG",+31 (0)54 7286386
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aan-de-stegge-nederland-bv,Aan de Stegge Nederland B.V.,7472DE,Nieuwenkampsmaten 8,,Goor,http://www.aandestegge.org,"info@aandestegge.org,INFO@AANDESTEGGE.ORG",+31 (0)54 7286386
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aan-de-stegge-roosendaal,Aan de Stegge Roosendaal,4708AL,Vijfhuizenberg 46,,Roosendaal,http://www.adsr.nl,"info@adsr.nl,info@adsr.nl",+31 (0)16 5560602
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aan-de-zaan-bv,Aan de Zaan B.V.,1521RM,Samsonweg 104,,Wormerveer,,,+31 (0)75 6286859
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aan-het-werk,AAN HET WERK,4205AA,Stationsweg 29,,Gorinchem,,,
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aandacht-timmerwerken,Aandacht Timmerwerken,1421XR,Plesmanlaan 36,,Uithoorn,http://www.aandacht-timmerwerken.nl,,
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aandacht-voor-onderhoud,Aandacht voor Onderhoud,2318XK,Mimosaduin 2,,Leiden,,,+31 (0)71 5219857
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aangepast-wonen,Aangepast Wonen,6922HS,Achterstehoek 2,,Duiven,http://www.aangepastwonen.info,mail@aangepastwonen.info,+31 (0)88 0043500
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aanhuis-bouwvastgoed,Aanhuis Bouw&Vastgoed,4301ZG,Kreeftstraat 65,,Zierikzee,,,
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aann-verbouwbedrijf-agma-hoogkerk,Aann. & Verbouwbedrijf Agma Hoogkerk,9744DX,Johan van Zwedenlaan 9b,,Groningen,,,+31 (0)50 5565332
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannbedrijf-de-jong,Aann.Bedrijf De Jong,3454XL,De Ruyterstraat 20,,De Meern,,,+31 (0)33 2986012
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aanneem-timmer-en-onderhoudsbedrijf-claassen,Aanneem- Timmer- en Onderhoudsbedrijf Claassen,5437AC,Hoenderstraat 8,,Beers NB,http://www.claassenbouw.nl,"info@claassenbouw.nl,info@claassenbouw.nl",+31 (0)48 5320790
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannemeningsbedrijf-g-boks,Aannemeningsbedrijf G. Boks,6883HN,Reinaldstraat 20,,Velp,,,
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannemer-a-koerntjes,Aannemer A. Koerntjes,7064ET,Boterweg 132,,Silvolde,http://www.akoerntjes.nl,"info@akoerntjes.nl,info@akoerntjes.nl",+31 (0)31 5340405
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannemer-arjen-sneep-bv,Aannemer Arjen Sneep B.V.,3761CP,Willem de Zwijgerlaan 53,,Soest,http://www.aannemerarjensneep.nl,"info@aannemerarjensneep.nl,info@aannemerarjensneep.nl",+31 (0)35 6025177
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannemer-b-koenders,Aannemer B. Koenders,7064AE,Terborgseweg 28,,Silvolde,,,+31 (0)31 5328418
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannemer-bu-henk-houdijk,Aannemer B&U Henk Houdijk,3421XR,Papenhoeflaan 34,,Oudewater,,,
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannemer-en-timmerbedrijf-gerno,Aannemer en timmerbedrijf Gerno,6114KS,Pater van Heldenstraat 16,,Susteren,,,
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannemer-en-verhuurbedrijf-john-denis-bv,Aannemer- en Verhuurbedrijf John Denis B.V.,5507LC,Oude Kerkstraat 38,,Veldhoven,,,+31 (0)40 2053172
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannemer-f-brijker,Aannemer F. Brijker,1033JJ,Pegasusstraat 5,,Amsterdam,,,+31 (0)20 7555859
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannemer-frank,Aannemer Frank,1271NZ,Bloemenweg 2,,Huizen,,,
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannemer-frans-balemans-bv,Aannemer Frans Balemans B.V.,4823AC,Zinkstraat 63,,Breda,http://www.fransbalemans.nl,,+31 (0)76 5420400
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannemer-grond-water-en-wegenbouw--m-swierts,"Aannemer Grond-, Water- en Wegenbouw M. Swierts",7902NH,Linthorst Homanstraat 32,,Hoogeveen,http://www.swierts.nl,"info@active24.cz,helpdesk@active24.cz,helpdesk@active24.cz,helpdesk@active24.cz,helpdesk@active24.cz",+31 (0)52 8221655
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannemer-guido-brouwer,Aannemer Guido Brouwer,8603BS,Berkenlaan 5,,Sneek,http://www.aannemerbrouwer.nl,guido@aannemerbrouwer.nl,+31 (0)51 5415184
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannemer-jan-veltstra-bv,Aannemer Jan Veltstra B.V.,6361HV,Koekenweg 6,,Nuth,,,+31 (0)45 5242230
2017-01-21,Aannemers,5,http://bedrijven.xyz/profiel/aannemer-lenting-bv,Aannemer Lenting B.V.,2201DD,Gerleeweg 11,,Noordwijk,http://www.boshuisaanzee.nl,,+31 (0)71 3612093
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemer-m-jansen-bv,Aannemer M. Jansen B.V.,5825BW,Baansestraat 7,,Overloon,http://www.aannemerjansen.nl,"info@aannemerjansen.nl,info@aannemerjansen.nl",+31 (0)47 8642482
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemer-p-besteman,Aannemer P. Besteman,6371CS,Dennenlaan 5,,Landgraaf,,,+31 (0)45 5320649
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemer-siyar,Aannemer Siyar,3135LJ,van Hoornbeekstraat 1c,,Vlaardingen,,,
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemer-steven-konijn,Aannemer Steven Konijn,1834AG,Noordeinde 26,,Sint Pancras,http://www.konijn.nl,,+31 (0)72 5642035
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemer-strootman,Aannemer Strootman,7524RH,Lonnekeresweg 6,,Enschede,,,
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemer-van-harn,Aannemer Van Harn,3911SZ,De Horst 62,,Rhenen,,,
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemer-van-metselwerken-de-haan,Aannemer Van Metselwerken De Haan,1851MK,Haesackerlaan 5,,Heiloo,,,+31 (0)72 5337201
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemer-volendam-bv,Aannemer Volendam B.V.,1132VS,Martin Monnickendamstraat 9,,Volendam,,,
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemer-vos,Aannemer Vos,1951GC,Doelmanstraat 10,,Velsen-Noord,,,+31 (0)25 1217765
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemer-wagenaar,Aannemer Wagenaar,1722GD,Voorburggracht 175,,Zuid-Scharwoude,http://www.aannemerwagenaar.nl,"webmaster@aannemerwagenaar.nl,webmaster@aannemerwagenaar.nl",+31 (0)22 6321101
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemer-wiersma-aduard-bv,Aannemer Wiersma Aduard B.V.,9831TA,Albert Harkemaweg 74,,Aduard,http://www.wiersma-aduard.nl,"info@wiersma-aduard.nl,info@wiersma-aduard.nl",+31 (0)50 4031856
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemerij-en-onderhoudsbedrijf-guth,Aannemerij en Onderhoudsbedrijf Guth,2713VD,Dunantstraat 238,,Zoetermeer,,,+31 (0)70 3809936
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemerij-fba,Aannemerij FBA,2051HT,Oranje Nassaulaan 130,,Overveen,,,+31 (0)18 0554009
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemerij-stevens,Aannemerij Stevens,4844EL,Bergen 1,,Terheijden,,,+31 (0)76 8503426
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers--bouwbedrijf-j-van-dijk,Aannemers- & Bouwbedrijf J. van Dijk,3471CX,Beukenlaan 13,,Kamerik,http://www.jvdbouw.nl,,+31 (0)34 8400284
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers--metselbedrijf-kramer,Aannemers- & Metselbedrijf Kramer,9648DC,Kleine Zwaan 2,,Wildervank,http://www.metselbedrijfkramer.nl,,+31 (0)59 8631573
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers--timmerbedrijf-jos-wenmakers-vof,Aannemers- & Timmerbedrijf Jos Wenmakers V.O.F.,6141BP,Vrijheidslaan 20,,Limbricht,,,+31 (0)46 4522892
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-bedrijf-schimmel,Aannemers Bedrijf Schimmel,3794MT,Ringlaan 13-i,,De Glind,,,+31 (0)34 2452364
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-bedrijf-tc-kap-zoon-vof,Aannemers Bedrijf T.C. Kap & Zoon VOF,3227AB,Bastiaan de Zeeuwstraat 21,,Oudenhoorn,,,
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-bouw-combinatie-drechtstreek-bv,Aannemers Bouw Combinatie Drechtstreek B.V.,2331AA,Valkenburgseweg 29,,Leiden,,,+31 (0)71 5760068
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-combinatie-hsl-5-noord-kunstwerken-vof,Aannemers Combinatie HSL-5-Noord Kunstwerken V.O.F.,3542DA,Westkanaaldijk 2,,Utrecht,,,+31 (0)16 8415415
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-combinatie-moergestel-bv,Aannemers Combinatie Moergestel B.V.,5066XJ,Industrieweg 20,,Moergestel,,,+31 (0)13 5133614
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-combinatie-well-l,Aannemers Combinatie Well (L),5855AD,Kasteellaan 15a,,Well L,http://www.acwell.nl,,+31 (0)47 8501216
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-cooperatie-voor-energiezuinig-bouwen-verbouwen-en-onderhoud-ua,"Aannemers coöperatie voor energiezuinig bouwen, verbouwen en onderhoud U.A.",4814RS,Neerloopweg 5a8,,Breda,,,+31 (0)76 5716601
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-afbouwbedrijf-jos-muller,Aannemers en Afbouwbedrijf Jos Muller,3645KW,Reigerstraat 31,,Vinkeveen,,,+31 (0)29 7263957
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-afbouwbedrijf-vos-bv,Aannemers- en Afbouwbedrijf Vos B.V.,7668TJ,Westermatenweg 5,,Haarle,,,+31 (0)54 1670235
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-agrarisch-bedrijf-gebr-van-der-netten-van-stigt-bv,Aannemers en Agrarisch Bedrijf Gebr. Van der Netten van Stigt B.V.,4111PA,Schaardijkseweg 25,,Zoelmond,http://www.nettenstigt.nl,,+31 (0)34 5501930
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-agrarisch-loonbedrijf-metay,Aannemers- en Agrarisch Loonbedrijf Metay,3076GH,Molièreweg 60,,Rotterdam,,,
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-bestratingsbedrijf-dijkstra-huisman,Aannemers- en bestratingsbedrijf Dijkstra- Huisman,9206BJ,Het Gangboord 51,,Drachten,,,+31 (0)51 2539410
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-bouwadviesbedrijf-holla,Aannemers- en bouwadviesbedrijf Holla,1161JD,Kerkhoflaan 40,,Zwanenburg,,,+31 (0)20 4977837
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-bouwbedrijf-buijtenhuis-vof,Aannemers- en bouwbedrijf Buijtenhuis V.o.f.,3888LC,Garderenseweg 80,,Uddel,,,+31 (0)57 7401374
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-bouwbedrijf-citroen-bv,Aannemers- en bouwbedrijf Citroen B.V.,2497GP,Laan van Waalhaven 128,,Den Haag,http://www.citroenaannemers.nl,"info@citroenaannemers.nl,info@citroenaannemers.nl,info@citroenaannemers.nl,info@citroenaannemers.nl,info@citroenaannemers.nl,info@citroenaannemers.nl,info@citroenaannemers.nl",+31 (0)70 3952256
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-bouwbedrijf-lucas,Aannemers- en Bouwbedrijf Lucas,3053DP,Papaverlaan 8,,Rotterdam,,,+31 (0)10 4223161
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-dakdekkersbedr-th-van-steden-zoon,Aannemers- en dakdekkersbedr. Th. van Steden & zoon,5627AC,Boschdijk 926,,Eindhoven,http://www.vansteden.nl,,+31 (0)40 2622311
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-elektrotechnisch-bedrijf-prins,Aannemers- en Elektrotechnisch Bedrijf Prins,3704HN,Aalscholverlaan 8,,Zeist,,,+31 (0)30 6958846
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-glasbedrijf-veldhuizen-bv,Aannemers- en Glasbedrijf Veldhuizen B.V.,3606AH,Nijverheidsweg 5,,Maarssen,http://www.whlveldhuizen.nl,gebruikersnaam@kpnplanet.nl,+31 (0)34 6565837
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-grondverzetbedrijf-van-wijk-bv,Aannemers- en Grondverzetbedrijf van Wijk B.V.,6515AB,Stationsstraat 82,,Nijmegen,http://www.vanwijkgrondverzet.nl,"arjan@vanwijkgrondverzet.nl,arjan@vanwijkgrondverzet.nl",+31 (0)24 3482723
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-handelsbedrijf-bosch-bosch-bosch,"Aannemers- en Handelsbedrijf Bosch, Bosch & Bosch",8245BM,Montferland 15,,Lelystad,http://www.boschboschbosch.nl,,
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-handelsbedrijf-bosch-bosch-bosch-bv,"Aannemers- en Handelsbedrijf Bosch, Bosch & Bosch B.V.",8245BM,Montferland 15,,Lelystad,http://www.boschboschbosch.nl,,+31 (0)32 0236356
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-installatiebedrijf-ciscus,Aannemers- en installatiebedrijf Ciscus,9611CC,Langewijk 32,,Sappemeer,,,
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-installatiebedrijf-stefan-van-kessel,Aannemers- en installatiebedrijf Stefan van Kessel,6621BR,Lageweg 13,,Dreumel,,,+31 (0)48 7591504
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-installatiebedrijf-verkaik,Aannemers- en Installatiebedrijf Verkaik,1121KD,Noorderbreek 41,,Landsmeer,http://www.technonet.net,,+31 (0)20 4821649
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-interieurbetimmeringsbedrijf-wim-ockers-vof,Aannemers- en Interieurbetimmeringsbedrijf Wim Ockers V.O.F.,7131PL,Marconistraat 5,,Lichtenvoorde,http://www.ockers.nl,,+31 (0)54 4373085
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-kassenbouwbedrijf-jack-van-dalen-bv,Aannemers- en Kassenbouwbedrijf Jack van Dalen B.V.,6851DP,Huttenstraat 7,,Huissen,,,
2017-01-21,Aannemers,6,http://bedrijven.xyz/profiel/aannemers-en-klussenbedrijf-andre-van-zoggel,Aannemers- en klussenbedrijf André van Zoggel,5235BT,Abdijenlaan 1,,Den Bosch,http://www.andervanzoggel.nl,,+31 (0)73 6410890
2017-01-21,Aannemers,7,http://bedrijven.xyz/profiel/aannemers-en-klussenbedrijf-beho,Aannemers- en klussenbedrijf BeHo,5213VV,Palmboomstraat 106,,Den Bosch,,,
2017-01-21,Aannemers,7,http://bedrijven.xyz/profiel/aannemers-en-klussenbedrijf-de-koster,Aannemers- en Klussenbedrijf De Koster,4431NK,Spoorstraat 2a,,'s-Gravenpolder,http://www.klarenbeekklokken.nl,webmaster@example.com,+31 (0)11 3312812
2017-01-21,Aannemers,7,http://bedrijven.xyz/profiel/aannemers-en-loodgietersbedrijf-gc-van-bekkum,Aannemers- en Loodgietersbedrijf G.C. van Bekkum,2871BJ,Het Klooster 22,,Schoonhoven,,,+31 (0)18 2602229
2017-01-21,Aannemers,7,http://bedrijven.xyz/profiel/aannemers-en-loodgietersbedrijf-gc-van-bekkum-jr,Aannemers- en Loodgietersbedrijf G.C. van Bekkum jr.,3281LE,Middelsluissedijk OZ 74,,Numansdorp,http://www.vanbekkumnumansdorp.nl,info@interip.nl,+31 (0)18 6654110
2017-01-21,Aannemers,7,http://bedrijven.xyz/profiel/aannemers-en-loonbedrijf-a-lute,Aannemers- en Loonbedrijf A. Lute,1566NG,Vonderweg 1,,Assendelft,,,+31 (0)25 1654837
2017-01-21,Aannemers,7,http://bedrijven.xyz/profiel/aannemers-en-loonbedrijf-vink-bv,Aannemers- en Loonbedrijf Vink B.V.,7991PK,Lhee 103,,Dwingeloo,http://www.vinkbv.nl,,+31 (0)52 1597331
